ids,smiles,inchikey_wo_last
CNP0315350.1,CCCCCCCCCCCC[C@@H]1O[C@@H]1CC[C@@H]1O[C@@H]1CCCCC(=O)CCCCCCCC1=C[C@@H](C)OC1=O,HNFUHWXJCCMXEW-XRSWUUPYSA-
CNP0577725.1,CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C,OZASVTNXFYMRCH-SJARJILFSA-
CNP0203853.4,C[C@@H]1CN(C(=O)/C=C/c2ccccc2)[C@@H](C)CN1C,MIGGJPIAMPJCES-HOQBHHMFSA-
CNP0150227.1,C[C@@H](CC[C@@]1(O)OC2CC3C4C[C@H](O[C@H]5O[C@H](C)[C@H](O)[C@@H](O[C@@H]6O[C@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@H]5O)[C@H]5CC(=O)CC[C@]5(C)C4CC[C@]3(C)C2[C@@H]1C)CO[C@@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O,DPXGNIHBGKCXMA-TXMHBJLHSA-
LTS0268726,C=C(C)C1CCC2(C=O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C12,QKLZFJVVMKFYSN-UHFFFAOYSA-
LTS0056588,CCC1C2OC(=O)/C=C\C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C(=O)C(C)(O)C(O)C(C)C/C=C\C=C/C(C)CCC(OC13OC(CC(C)O)C(C)CC3=O)C2C,VPNOAIHQOYAYGS-JZNMKSKXSA-
CNP0472357.1,O=[P@](O)(c1ccccc1)c1ccccc1OCCOCCOCCOc1ccccc1[P@@](=O)(O)c1ccccc1,WFPAUELIGQVCFS-UHFFFAOYSA-
CNP0497538.1,CCCCC[C@H]1NC(=N)N2CCCC2=C1C(=O)OCCCCNC(=N)N,VKQSKJXXPPHWRG-CYBMUJFWSA-
LTS0255547,C[C@H]1CCC(=O)C2=C3O[C@@]4(C)[C@@H](C)C[C@]3(OC2=O)[C@@H](/C=C/C1=O)[C@@H]4O,HCCZDBLWIXYZAQ-NFUGBNBJSA-
CNP0178880.1,C=C1C(=O)O[C@@H]2C[C@H](C)C([C@@H](CC(C)=O)OC(C)=O)=CC[C@H]12,DPSCQKGSAHTWSP-LDYRWJSCSA-
CNP0530599.0,CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,SUMPHEISKXZHDZ-UHFFFAOYSA-
LTS0186287,C=C1C(=O)O[C@H]2C/C(CO)=C/CC/C(COC(=O)C(C)C)=C/C[C@H]12,UEJKHPRRDNBYOL-UXQJORFSSA-
CNP0556331.1,CCCCCCCC[C@@H]1c2cc3ccccc3cc2C=C[C@H]1C[C@@H](NC1=NC=CC1)/C(=C/C(=O)O)CN=C(N)N,RNUMGSZLBSISTD-DDIYTMICSA-
CNP0183260.2,COC[C@]12CN(C)C3[C@@H]4[C@H](OC)[C@H]1[C@@]3([C@@H](OC)C[C@H]2O)[C@]1(O)C[C@@]2(O)[C@H](OC(=O)c3ccccc3)[C@@H]1[C@]4(O)[C@@H](O)[C@@H]2OC,BWSPOWYGDDPLQY-DFJMJXKLSA-
LTS0269023,CC(=O)OC1CC2(O)C(OC(C)=O)C3C(C(O)CC(OC(C)=O)C34CO4)C(OC(C)=O)C(OC(C)=O)C(=C1C)C2(C)C,FFCWRLFQIKDRNO-UHFFFAOYSA-
CNP0253015.2,COc1cc(O)c2C(=O)O[C@@H](C)CCC[C@H](O)C(=O)CC/C=C\c2c1OC,IXWZTCKQQIAFGC-XBVBBBPISA-
CNP0227299.2,C=C1C(=O)O[C@@H]2C/C(C)=C\C(=O)C[C@H](C)[C@@H](OC(=O)[C@@]3(C)O[C@H]3C)[C@H](O)[C@@H]12,LMCSPYCFRTWDOG-YQMHRIEESA-
LTS0144222,CC1=C2CC3=C(C)C(=O)OC3CC(C)C2CC1,GJFWUKNHFPKSRX-UHFFFAOYSA-
CNP0158580.0,C=Cc1ccc(OC(=O)c2ccc(O)c(NC(C)=O)c2)cc1,GIZFCCIAJXWSKK-UHFFFAOYSA-
CNP0119617.0,COc1cn(CC(=O)NCCc2c[nH]c3ccccc23)c(CO)cc1=O,RUWZRTLPVNSFNF-UHFFFAOYSA-
CNP0540154.3,CC(=O)N[C@H]1[C@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@H]3CC=C3[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@]34C)C2(C)C)O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,ZHJLYHABGRSKOY-SLZBTLRUSA-
CNP0328883.1,CC/C=C\C[C@H]1/C=C/C2[C@H](OC(C)=O)CC(=O)[C@@H]2C/C=C\CCCC(=O)O1,FMPPDLWWZZRSMA-JLDGKRLCSA-
LTS0066313,Cc1cc2c(OC(C=CCO)CC2=O)c(C)c1O,DWJFKBPKZCZRDV-UHFFFAOYSA-
CNP0170531.1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]2[C@@H](O)[C@@H](n3cnc4c(N)ncnc43)O[C@@H]2CO)[C@@H](O)[C@H]1O,FHISWBUCBBVWGG-SNESVTBZSA-
CNP0489595.0,Cc1cc(CN2C(=O)CC3(CCN(C(=O)Nc4ccccc4Cl)CC3)n3nccc23)no1,KKPAOTUOOKMMTC-UHFFFAOYSA-
CNP0330876.0,C=CC1=C(C)C(=CC2=C(C=C)C(C)C(=O)N2)N=C1C=c1[nH]c(=CC2=NC(=O)C(C)=C2CCC(=O)O)c(CCC(=O)O)c1C,XGNGXVWCKBFXIY-UHFFFAOYSA-
LTS0272749,C=C1CC[C@@]2(C)[C@@]3(CC[C@@]2(C)C(=O)O3)[C@@]12C[C@H](c1cocc1)OC2=O,OGMLJWBJZWAVFG-CKMGUBGDSA-
CNP0420180.1,O=C1CCc2cc(c(O)c3c2CCCO3)Cc2cccc(c2)Cc2c(NCC3=Cc4c(cc[nH]4)[C@@H](CCCCc4cccc(O)c4)[C@@H]3C(=O)C1)[nH]cc2,WGKBDMWBWBOJFB-OLBRMRTOSA-
LTS0180305,CC1(C)C(=O)CC[C@@]2(C)[C@H]1CC[C@]13C[C@H](CC[C@@H]12)[C@H](C(=O)O)C3,DFXNQVOKZMHGJK-ZXZLUOCLSA-
CNP0593107.1,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,VJKRHAUTZWFBOQ-PEPQZSJCSA-
LTS0079644,C=C(CCC(C)C1CCC2(C)C3CCC4C(C)(C)C(OC=O)CCC45CC35CCC12C)C(C)C,BWOWNRHCEVIQKW-UHFFFAOYSA-
CNP0307637.3,CO[C@]1(CC[C@@H](C)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]2C[C@@H]3[C@@H]4CC[C@@H]5C[C@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7OC[C@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@@]5(C)[C@H]4CC[C@@]3(C)[C@H]2[C@@H]1C,LTOOLRVQEJDNFR-FRXVXVITSA-
CNP0059683.1,CC(=O)C1=C(C)NC(=O)C[C@@H]1c1ccccc1,JEDILOFPFNDREI-GFCCVEGCSA-
LTS0158751,C/C=C(/CO)C(=O)OC[C@H]1CCN2CC[C@@H](OC(=O)/C(C)=C/C)C12,YMUQRQKYYOWGPN-VVWDSEOUSA-
CNP0271211.11,C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)c4ccccc4)[C@H]3CC12O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,YKRGDOXKVOZESV-CPDNBBLJSA-
CNP0224980.0,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CC(O)C2(O)C(=O)CO,SQPRYYSTJMNHSK-UHFFFAOYSA-
CNP0209874.0,COc1cc(OS(=O)(=O)O)c2c(c1C)cc(O)c1c2oc(C)cc1=O,LZZSHNAMCXXGGT-UHFFFAOYSA-
LTS0223952,CC1(C)CCc2c(ccc3c2OC(c2ccc(O)cc2)CC3)O1,ACLDYNNXBJRZDR-UHFFFAOYSA-
LTS0069330,C=C(C)C1=C2CCC(C(=O)O)=CCC2(C)CC1,XIDXTKPMMNRXAU-UHFFFAOYSA-
CNP0290370.0,CC(C)=CCOc1cc(O)c2C(=O)C(=O)Oc3c(O)cc(C)c1c32,BSEIGGVFWURQJC-UHFFFAOYSA-
CNP0112427.1,CC(C)C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1)C(=O)O,LQFJGLSIESIIOM-VGMNWLOBSA-
LTS0125831,O=C(OCC1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O)C1C(C(=O)OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(c2ccc(O)cc2)C1c1ccc(O)cc1,AOEGDCIKXAEIGZ-UHFFFAOYSA-
CNP0156827.1,C=C(/C=C/C=C(/CO)[C@H]1CC[C@@]2([C@H](CCCO)/C(=C(\C)C=O)CC[C@@]2(C)O)[C@@H]1O)[C@H](O)CC=C(C)C,GNQZUJDLBXMSDI-AVFCPPNJSA-
CNP0528082.1,CC(=O)O[C@@H]1C[C@H](O)[C@@]23COC(O)[C@H]1[C@@H]2C[C@@H](O)[C@@]1(C)C2C(=O)C[C@@H](c4cocc4)[C@]2(C)CC[C@@H]13,MEQQILSQHGBKPG-NNYJJAETSA-
CNP0129957.6,CC1=C(O)[C@H](C/C(C)=C\CCC(C)/C=C\C=C(/C)CCCc2cocc2)OC1=O,UXFNAATUJSSAHF-XKXPLOEYSA-
CNP0267127.2,CO[C@@]12C[C@@H]3[C@H]([C@@H](O)[C@@H](OC(=O)/C=C/c4ccccc4)[C@@]4(O)C(C)(C)CCC[C@@]34C)[C@H](C)C1=CC(=O)O2,LJLXYFXCWJXAPZ-PAEWTXSNSA-
CNP0129447.9,C=C1C(=O)O[C@@H]2C=C(C)[C@H](OC(C)=O)C/C=C(/C)C[C@@H](OC(=O)/C(C)=C/CO)[C@@H]12,FOCCASNSHDSZLN-QJFQWQLZSA-
CNP0587521.0,Cc1c2oc3c(C)ccc(C(=O)NC4C(O)=NC(CC(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(O)=NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,COLQXSMPKBYNKI-UHFFFAOYSA-
CNP0502954.1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,JEFHRNNOVQMQIZ-INRWVINYSA-
CNP0319580.1,CC#CC#CC#Cc1ccc([C@@H](O)CO)s1,WADATKPAGZFMOI-LBPRGKRZSA-
CNP0308207.1,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1,CHKISICUUFEQQP-WCKBVOABSA-
CNP0320552.0,COc1cc2c3c(cc4cc5c(cc4c3c1OC)OCO5)N(C=O)CC2,WDTKXSGDOGKYMY-UHFFFAOYSA-
LTS0238792,C1=C[C@@]2(CCCO2)O/C1=C/c1cccs1,LLZQYUSTIRVCPF-BZYZDCJZSA-
CNP0142937.0,COc1ccc2c(c1)c(C=C1Oc3cc(OC(=O)c4ccc(Cl)cc4)ccc3C1=O)cn2C,VHWTXYQSKDAFOQ-UHFFFAOYSA-
CNP0280603.1,CC1(C)CC[C@@]23CC[C@]4(C)[C@@](OC2=O)([C@@H]3C1)[C@H]1O[C@H]1[C@@H]1[C@@]2(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]2CC[C@]14C,ZBHMCGDZOXUNFU-ZSUNUFJPSA-
CNP0556724.2,CCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC(C)CC,IVGWWWRVXVNTKZ-HOMNMMCZSA-
CNP0440890.2,COc1ccccc1N1CCN(C(=O)[C@H]2C[N@]3CC[C@H]2C[C@@H]3Cn2cc(CN)nn2)CC1,CGDCHQJBAUHSHN-SXLOBPIMSA-
CNP0423784.1,C=C(C=O)[C@@H]1CC[C@H]2[C@@H](O)CC=C(C)[C@]2(C)C1,APFCIEMISOFDGI-QPSCCSFWSA-
CNP0271750.2,C[C@@H](N)[C@@H](N)C(=O)O,SXGMVGOVILIERA-PWNYCUMCSA-
CNP0502535.1,COc1ccc2c(c1)C=C[C@@H]1N2[C@H](C(C)=O)[C@H](C(=O)c2ccco2)[C@]12C(O)=Nc1ccccc12,ZILJQYFVSJHHBV-ZOJNDGCKSA-
CNP0259803.0,CCCCCCCC1=Cc2c(C(=O)C1=O)c1c(CCCCCCC)c(O)c(OC)cc1o2,QGMORYWRAWWOQE-UHFFFAOYSA-
LTS0211346,COC(=O)CC(C)(O)CC(=O)OC1CCC2(C)C3=C(CCC2C1(C)C)C1(C)CCC(C(CCC=C(C)C)C(=O)OC2C(O)OCC(O)C2O)C1(C)CC3,DDHFHYJHYCAEKM-UHFFFAOYSA-
CNP0314423.1,CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@H](CO)O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H]1OC(C)=O,AXCXJIKUZOEPMX-SQHWKQPHSA-
CNP0463765.3,COc1cc(O)c(CN2C[C@H](C)C[C@@H](C)C2)c2c1c(=O)cc(-c1ccccc1)o2,QLPKJMOJXSWDEW-HZPDHXFCSA-
CNP0600608.2,CCC(C)CCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCCCC(C)CC,BLVJAFXXLNHPQP-HFOCLLNPSA-
CNP0079834.3,C/C=C\C1=C(C(=O)O)N2C(=O)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@@H]2SC1,WDLWHQDACQUCJR-VONSTXMMSA-
CNP0606690.1,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,VXCQEKZHWDNJNE-UGCPENCASA-
CNP0361655.0,Nc1ncnc2c1nc(NCCO)[nH]2,CRWIVQWPUFWSCJ-UHFFFAOYSA-
LTS0255475,C=C(C)C(O)CC(OC(C)=O)C(C)C1CC(O)C(=C)C2CC=C(C)C2C1O,UZYVQRZIBZHQTF-UHFFFAOYSA-
CNP0288177.2,CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)C[C@@H](O)[C@@]2(CO)[C@H](O)[C@@H]1O,VVNYXPFMBPFXCW-NSOVJDIFSA-
CNP0055444.1,CCC=CCC=CCC=CCC=CCCCCC(=O)OC[C@H](CO)OC(=O)CCCCC=CCC=CCC=CCCCCC,SHLHYPMEWIXGTP-QNGWXLTQSA-
CNP0551832.2,CCCCNc1nc2c(c(=O)n(C)c(=O)n2C)n1C[C@@H](O)COc1ccccc1C,DILLLDUAWTUTTE-OAHLLOKOSA-
CNP0160621.1,COc1ccc(CN(Cc2ccco2)CC2C(=O)O[C@@H]3C[C@@]4(C)CCC[C@H](C)C4=C[C@H]23)cc1,YEEQIDRCKNGTNY-JIDFMXIHSA-
CNP0117492.1,CCCCC[C@@H](O)CC(=O)CCc1ccc2OC#CC[C@H]3C#C[C@@H](O)c4ccc(C(N)N)cc4Cc4c[nH]c5cn(cc45)C3Oc2c1,MOGLIOCJFFYJPJ-LGFLWKESSA-
CNP0312150.1,Cc1c(C)c2cc3c(oc(=O)c(CCC(=O)N[C@@H](Cc4ccccc4)C(=O)O)c3C)c(C)c2o1,BKZSDKVBSVQZRD-QFIPXVFZSA-
CNP0170357.5,COC(=O)C1=CO[C@H](O[C@@H]2O[C@H](COC(=O)/C=C\c3ccc(O)cc3)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]2[C@H](C)O[C@H](OC)C[C@H]12,ZDZLKQAIMLXIRP-GIFYHNNESA-
CNP0259408.1,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)N(C[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)c1ccccc1,KXEHYOQROQATRN-YIQZPLNWSA-
CNP0174983.5,CC1=C2[C@@H](O)C(=O)O[C@H](c3cocc3)[C@@]2(C)CC[C@@H]1O,XWGNIHFUPLLNBR-ZGFBFQLVSA-
CNP0547450.0,CCC=CCC(C)=CCc1nc(O)c(C)c(O)c1CCC,CYTLCZVDDYEJPL-UHFFFAOYSA-
CNP0352458.0,COc1cc2c(cc1O)OCc1c-2c(-c2ccc(OC)c(OC)c2)c2-c3c(CCn12)c(OC)c(OC)c(OC)c3,DJAQGPQDRCRBFP-UHFFFAOYSA-
LTS0161067,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c2OC(c3ccc(O)c(O)c3)C(O)C(c3c4OC5(c6ccc(O)c(O)c6)Oc6cc(O)cc(O)c6C(c4c4OC(c6ccc(O)c(O)c6)C(O)C(c6c7OC(c8ccc(O)c(O)c8)C(O)Cc7c(O)cc6O)c4c3O)C5O)c2c(O)cc1O,MHQGUSXLFCTZRO-UHFFFAOYSA-
CNP0488804.0,COC(=O)c1cc(OC)c(OC)c2c1c([N+](=O)[O-])cc1ccc(O)cc12,NYRWXSZXODTBSI-UHFFFAOYSA-
CNP0074285.8,C#C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CKAXZOYFIHQCBN-JRRMKBMNSA-
CNP0081117.1,CC(=O)NCCCC[C@@H]1NC(=O)[C@H](CCCCNC(C)=O)NC1=O,OKZHUJCGPDGMIC-KBPBESRZSA-
CNP0251708.7,CC(C)C[C@H](NC(=O)[C@H](NC(=O)[C@@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]2OC(C)(C)O[C@@H]21)C(C)C)C(=O)O,ZZHGKGQIPZGFLE-ZGPSNDHCSA-
CNP0238197.1,C=CCCC[C@@H](C)[C@@H]1CCC(C)=CC1=O,CMFRIKLCLXGUBM-OLZOCXBDSA-
CNP0352902.2,C=CC(C)(C)c1ccc2NC([C@@H](C)CC)C(=O)N[C@H](CO)Cc3c[nH]c1c32,RNSOUHHDODDYEH-MEFJIFBHSA-
CNP0149294.1,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC[C@@](C)([C@H]4COC(=O)O4)C=C3CC[C@@H]12,BGSJFVGLRGGPJP-KPARWEMLSA-
CNP0079987.0,N=c1cc[nH]c(=N)[nH]1,YAAWASYJIRZXSZ-UHFFFAOYSA-
CNP0120284.2,CCCC[C@H]1CCC[C@@H](Cl)C[C@@H](OC)c2cc(O)c(c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)[C@@H](CCCC)CCC[C@@H](Cl)C[C@@H](OC)c2cc(O)c1c(O)c2,QSSPVYZUPDQNSI-YUGPRRQPSA-
CNP0360144.2,COc1cc2c(cc1OC)CN(C[C@@H]1C(=O)O[C@@H]3C[C@@]4(C)CCC[C@H](C)[C@@]45O[C@H]5[C@H]13)CC2,YZFORQMYRJBQOB-CNRXHOAUSA-
LTS0034339,NC(CC1(C(=O)O)C=CC(O)C=C1)C(=O)O,MIEILDYWGANZNH-UHFFFAOYSA-
LTS0036670,CC1=CC(=O)C2(OC3OC(CO)C(O)C(O)C3O)C=COC(OC3OC(CO)C(O)C(O)C3O)C12,VIEGIQFDBMKKSH-UHFFFAOYSA-
CNP0213080.2,C[C@]12CCC3C(CC[C@H]4CC=CC[C@]34C)C1CCC2=O,ISJVDMWNISUFRJ-BOCZYFFZSA-
CNP0293542.4,COc1cc2c(cc1O)[C@@H]1O[C@H](OC)c3c(ccc4c3OCO4)[C@@H]1NCC2,YLUOVOKBMSLYGX-BJLQDIEVSA-
CNP0148935.1,O=C(OC[C@H]1[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@H](O)[C@@H](O)[C@@H]1O)c1cc(O)c(O)c(O)c1,GWDBJTNDUFDXED-QPMYZDFGSA-
CNP0206238.0,C=CC1OCCO1,KKBHSBATGOQADJ-UHFFFAOYSA-
CNP0333287.1,COc1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)C3CC3)n2)cc1,RIVUYPJZXUXIBJ-INDMIFKZSA-
CNP0042043.0,COc1cccc(Oc2cnc(N)nc2-c2ccc(OCc3ccc(Cl)c(Cl)c3)cc2O)c1,RWGKKDXXZFXDRQ-UHFFFAOYSA-
CNP0205535.1,C=C(Cl)/C=C/C(O)CC(=C)C[C@H]1O[C@@H]2[C@H](C)[C@@H](OC(=O)C[C@H]3C[C@H](OC(C)=O)CC4(C[C@@](C)(O)C[C@H](CC(=C)C(C)C(O)C(C)C(=O)C[C@H]5C[C@@H](OC)CC6(C[C@H](O)C[C@@H](/C=C\CCC[C@@H]7O[C@@](O)(C[C@@H](O)[C@@H]7C)[C@H]2O)O6)O5)O4)O3)[C@@H]1O,KRUKGDRIKMPUNX-PZANUGOYSA-
LTS0135843,CC1C(=O)CCC2C1(C)CCC1C2(C)CCC2(C)C3CC(C)(CC(=O)O)CCC3(C)CCC12C,IXNDLYSEFZRJIJ-UHFFFAOYSA-
LTS0171687,C=C(CCCC(C)CCCC(C)CCCC(C)C)C(COC(C)=O)OC(C)=O,FKUXBFQXDAAQNC-UHFFFAOYSA-
CNP0482502.0,CCn1c(C)nc(C)cc1=O,IYVQYIYLQWXOMB-UHFFFAOYSA-
CNP0592386.1,CC1=C(CC(O)/C(C)=C/C(=O)O)[C@@]2(C)CCCC(C)(C)[C@@H]2CC1,OCBMGKUPVOYYHO-IDXOPUCQSA-
CNP0582551.2,COC(=O)CCNC(=O)[C@H]1CN(S(=O)(=O)c2cccs2)CC12CCCCC2,OXIAMFTXEYUJRR-CQSZACIVSA-
CNP0261235.0,CNc1c2ncnc-2n(C)c(OC)n1,RRBPJDVARVILJK-UHFFFAOYSA-
LTS0135776,COCC1=C2C(=CC3(C)CCC(OC)(O3)C(C)(OC(C)=O)CC2O)OC1=O,VVLXDWXSVVPSJV-UHFFFAOYSA-
CNP0229527.1,CC(C)CC(=O)O[C@H]1C(C)(C)[C@H]2CC[C@H](C)[C@]23C=C[C@@H](O)[C@]13C,BRJUMLJGYHBEBT-PSAGRIAESA-
CNP0032434.0,N#Cc1cccc2c1C(=O)C2,OHBXHQPJLCLKGU-UHFFFAOYSA-
CNP0335466.0,Cc1ccc(CNc2ccccc2C(=O)O)cc1,LLPMVUVDNDHOFH-UHFFFAOYSA-
CNP0088361.1,C[C@H]1[C@H]2CCC[C@H]2CC[C@@]12C=CC[C@]13O[C@]45C(=C[C@H]21)C[C@H]1CC2(CCCC2)C[C@]12C[C@@H]1C[C@]6(C)[C@]78OC7C(=O)O[C@]6(c6c(C[C@@H]([C@@H]7CC[C@H]9[C@H](C=CN%10CNC[C@H]9%10)C7)[C@H](O)CO)occ6)CC#C[C@H]6CC[C@@H](Cc7ccccc7)C[C@@H]6[C@]86[C@H](O)C(=O)[C@H]3[C@@]4(COC(=O)[C@@H]25)[C@@H]16,INYIZTVASMZSPU-SCSMVVNLSA-
CNP0246403.12,CC(=O)OC(C)(C)/C=C/C(=O)[C@@](C)(O)[C@H]1[C@H](O)C[C@]2(C)[C@H]3CC=C4[C@H](C[C@@H](O)C(=O)C4(C)C)[C@@]3(C)C(=O)C[C@]12C,IXQKXEUSCPEQRD-UPUVXTSJSA-
CNP0191245.2,COC(=O)C1=CC[C@H]([C@](C)(O)CCC=C(C)C)CC1,ZOJSSXJDOHFOTI-GOEBONIOSA-
CNP0520810.1,CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCCCC(C)C,SVQFHYLBYZJYOG-LXXIDKMWSA-
CNP0511260.1,CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)C,UIBMKGTUTSTGLX-LHEWISCISA-
CNP0160882.2,C=C1CCC[C@@H](C)CCC2=C(C)[C@@H]3[C@@H]1CC[C@]3(C)[C@@H](O)C2,AQKSOIFIWCVNCZ-DBTZYBQZSA-
CNP0306145.1,CCC/C=C/C=C\C(=O)O[C@@H]1[C@@H](C)[C@]2(O)[C@@H]3C=C(C)C(=O)[C@@H]3CC(CO)=C[C@H]2[C@@H]2C(C)(C)[C@]12OC(C)=O,ALKHEZOKTHCOBM-GTBZSHDQSA-
CNP0458871.2,CC1=CC[C@H]2[C@](C)(CCC[C@@]2(C)C(=O)O)[C@@H]1C[C@]12O[C@H]1[C@@H](O)C(CO)=C[C@H]2O,NPJDXXOKOKHQCP-YJORMDQLSA-
CNP0305105.1,C=C1/C=C\[C@H](OC(C)=O)[C@@]2(C)C=C[C@@H](OC(=O)CC)[C@H](C)[C@@H]2[C@H](OC(C)=O)[C@]2(O)[C@@H](C)C(=O)O[C@H]2[C@H]1Cl,XAEMEHFCJQEZSK-FDOOWIANSA-
CNP0134284.0,COC(=O)CCCCCCCC=CCC=CCCCCCO[Si](C)(C)C,PXCVUVNYVTZSNY-UHFFFAOYSA-
CNP0488268.1,CC(C)[C@H](NC(=O)C1CCCCC1)C(=O)Nc1ccncc1,VYLDPSVXLWTIAJ-HNNXBMFYSA-
CNP0216266.0,CCCCCCCCCCCCCc1cc(OC(C)=O)cc(OC(C)=O)c1,MOQCCBMSJIGZAY-UHFFFAOYSA-
CNP0147839.1,CC(C)CN1CCN2[C@@H](C1)CN(Cc1ccccc1)C[C@@]2(C)CO,HFYVPOSVWVBQOC-PMACEKPBSA-
CNP0408261.0,COC(=O)CC(c1ccccc1OCCc1ccc2OCCc2c1)c1c(O)cc(C)n(CCc2c[nH]c3ccccc23)c1=O,VZIFPWMKSKRJNV-UHFFFAOYSA-
CNP0487960.0,COCc1cc(=O)c(O)c(-c2c(-c3ccc(OC)cc3)nc(-c3cccnc3)[nH]2)o1,KABPNGIVDZKONJ-UHFFFAOYSA-
